$TMRI,20170704075626.00,117.25333270,31.71712920,25.7170,114.95,0.12,115.33,-1.000,0.83,10.156,-4.874,-0.086,3,77.462,30.454,-15.125,17,20,*JCZX
$TMRI,20170704075626.20,117.25333860,31.71712680,25.7130,114.98,0.07,115.54,-1.000,0.80,10.264,-4.766,-0.446,3,78.027,30.184,-15.129,17,20,*JCZX
$TMRI,20170704075626.39,117.25334460,31.71712440,25.7200,115.04,0.00,115.22,-1.000,0.73,10.339,-4.856,0.511,3,78.594,29.917,-15.122,17,20,*JCZX
$TMRI,20170704075626.60,117.25335050,31.71712200,25.7190,114.87,0.02,115.58,-1.000,0.74,10.134,-4.871,0.155,3,79.156,29.648,-15.123,17,20,*JCZX
$TMRI,20170704075626.79,117.25335640,31.71711950,25.7210,114.87,0.00,115.94,-1.000,0.78,9.997,-4.979,0.180,3,79.713,29.377,-15.121,17,20,*JCZX
$TMRI,20170704075627.00,117.25336220,31.71711720,25.7220,115.03,-0.03,115.39,-1.000,0.74,9.900,-4.777,0.094,3,80.263,29.116,-15.120,17,20,*JCZX
$TMRI,20170704075627.20,117.25336800,31.71711480,25.7160,115.05,0.01,115.34,-1.000,0.73,9.810,-4.658,-0.058,3,80.812,28.856,-15.126,17,20,*JCZX
$TMRI,20170704075627.39,117.25337360,31.71711250,25.7300,115.07,0.02,115.83,-1.000,0.77,9.641,-4.716,0.432,3,81.347,28.597,-15.112,17,20,*JCZX
$TMRI,20170704075627.60,117.25337930,31.71711020,25.7240,115.14,0.00,115.65,-1.000,0.79,9.544,-4.619,0.101,3,81.880,28.341,-15.118,17,20,*JCZX
$TMRI,20170704075627.79,117.25338480,31.71710790,25.7250,115.18,0.01,115.64,-1.000,0.82,9.475,-4.608,0.187,3,82.403,28.090,-15.117,17,21,*JCZX
$TMRI,20170704075628.00,117.25339030,31.71710570,25.7250,115.15,0.01,115.59,-1.000,0.83,9.436,-4.540,-0.122,3,82.927,27.839,-15.117,17,21,*JCZX
$TMRI,20170704075628.20,117.25339580,31.71710340,25.7170,115.36,0.00,115.49,-1.000,0.82,9.310,-4.352,-0.781,3,83.445,27.592,-15.125,17,21,*JCZX
$TMRI,20170704075628.39,117.25340120,31.71710120,25.7320,115.29,-0.01,116.07,-1.000,0.85,9.266,-4.550,0.068,3,83.960,27.340,-15.110,17,21,*JCZX
$TMRI,20170704075628.60,117.25340660,31.71709890,25.7350,115.39,-0.01,115.75,-1.000,0.88,9.194,-4.342,-0.054,3,84.470,27.094,-15.107,17,21,*JCZX
$TMRI,20170704075628.79,117.25341200,31.71709670,25.7440,115.14,0.08,116.16,-1.000,0.90,9.119,-4.550,0.346,3,84.979,26.844,-15.098,17,21,*JCZX
$TMRI,20170704075629.00,117.25341730,31.71709450,25.7350,115.50,0.09,115.60,-1.000,0.88,9.086,-4.367,-0.050,3,85.484,26.602,-15.107,17,21,*JCZX
$TMRI,20170704075629.20,117.25342260,31.71709230,25.7480,115.33,0.15,115.93,-1.000,0.88,9.086,-4.435,0.173,3,85.990,26.356,-15.094,17,21,*JCZX
$TMRI,20170704075629.39,117.25342790,31.71709010,25.7410,115.33,0.19,115.87,-1.000,0.88,8.906,-4.417,-0.169,3,86.487,26.115,-15.101,18,21,*JCZX
$TMRI,20170704075629.60,117.25343320,31.71708800,25.7390,115.17,0.23,115.64,-1.000,0.85,8.824,-4.208,-0.475,3,86.987,25.875,-15.103,18,21,*JCZX
$TMRI,20170704075629.79,117.25343840,31.71708580,25.7530,114.97,0.29,115.87,-1.000,0.82,9.144,-4.396,0.446,3,87.488,25.632,-15.089,18,22,*JCZX
$TMRI,20170704075630.00,117.25344370,31.71708370,25.7440,114.85,0.29,114.90,-1.000,0.76,9.000,-4.201,-0.241,3,87.990,25.399,-15.098,18,22,*JCZX
$TMRI,20170704075630.20,117.25344900,31.71708150,25.7650,114.15,0.28,115.14,-1.000,0.83,9.018,-4.406,0.493,3,88.493,25.163,-15.077,18,22,*JCZX
$TMRI,20170704075630.39,117.25345430,31.71707950,25.7590,113.38,0.30,114.09,-1.000,0.87,9.061,-4.129,-0.140,3,88.994,24.939,-15.083,18,22,*JCZX
$TMRI,20170704075630.60,117.25345970,31.71707760,25.7700,111.94,0.28,112.39,-1.000,0.70,9.000,-3.690,0.187,3,89.499,24.731,-15.072,18,22,*JCZX
$TMRI,20170704075630.79,117.25346510,31.71707590,25.7720,110.28,0.29,110.68,-1.000,0.72,9.288,-3.384,-0.040,3,90.013,24.537,-15.070,18,22,*JCZX
$TMRI,20170704075631.00,117.25347050,31.71707430,25.7720,108.29,0.26,109.27,-1.000,0.80,9.274,-3.312,0.119,3,90.528,24.357,-15.070,18,22,*JCZX
$TMRI,20170704075631.20,117.25347600,31.71707280,25.7790,106.16,0.17,106.97,-1.000,0.81,9.425,-2.794,0.216,3,91.049,24.198,-15.063,18,22,*JCZX
$TMRI,20170704075631.39,117.25348160,31.71707160,25.7830,103.70,0.09,104.49,-1.000,0.85,9.497,-2.430,0.047,3,91.579,24.061,-15.059,18,22,*JCZX
$TMRI,20170704075631.60,117.25348720,31.71707060,25.7770,101.31,0.06,101.85,-1.000,0.94,9.648,-1.915,0.050,3,92.113,23.949,-15.065,18,22,*JCZX
$TMRI,20170704075631.79,117.25349290,31.71706970,25.7880,98.65,-0.04,99.89,-1.000,1.10,9.702,-1.634,0.169,3,92.652,23.855,-15.054,18,22,*JCZX
$TMRI,20170704075632.00,117.25349860,31.71706920,25.7890,95.70,-0.05,96.75,-1.000,1.13,9.709,-1.037,0.054,3,93.193,23.791,-15.053,18,22,*JCZX
